Bs_Name ,I_Name ,I_x ,I_y ,J_Name,J_x,J_y
华东.安塘II线,华东.安吉,5181,3277,华东.练塘,5249.41,3183.4
华东.吴塘I线,华东.东吴,5167,3093,华东.练塘,5249.41,3183.4
国调.东州线,国调.灵州换流站,3697,2237,国调.宁东二期电厂,3609,2240
国调.祁韶直流极1线路,国调.祁连换流站,3002,2177,国调.韶山换流站,4361,3751
国调.锦苏直流极1线路,国调.锦屏换流站,3135,3742,国调.苏州换流站,5267,3223
华北.胜林二线,华北.胜利,4679,2059,国调.锡盟换流站,4767,1957
国调.雁淮直流极1线路,国调.淮安换流站,5079,2902,国调.雁门关换流站,4347,2130
国调.宾金直流极1线路,国调.金华换流站,5153,3507,国调.宜宾换流站,3446.87,3598
西北.7162州川Ⅱ线,国调.灵州换流站,3697,2237,国调.银川东换流站,3700,2160
国调.银东直流极1线路,国调.胶东换流站,5116,2503,国调.银川东换流站,3700,2160
国调.星州II线,国调.灵州换流站,3697,2237,国调.银星电厂,3731,2199
国调.天中直流极1线路,国调.天山换流站,4947,1728,国调.中州换流站,4465,2774
西北.7158阿楚Ⅰ线,西北.阿克苏变,1115,1431,西北.巴楚变,862,1546
西北.71023宝新Ⅱ线,国调.宝鸡换流站,3755,2829,西北.宝二二期电厂,3777,2875
西北.71310哈天Ⅱ线,国调.天山换流站,4947,1728,西北.哈密变,2435,1490
西北.7105敦哈Ⅱ线,西北.敦煌变,2423,1843,西北.哈密变,2435,1490
西北.7116海柴Ⅱ线,西北.柴达木换流站,2138,2171,西北.海西变,2753,2317
西北.70811大贺Ⅰ线,西北.大坝三期电厂,4187,3298,西北.贺兰山变,3636,2358
西北.70810黄州Ⅰ线,国调.灵州换流站,3697,2237,西北.黄河变,3529,2501
西北.7097白黄Ⅱ线,西北.白银变,3431,2505,西北.黄河变,3529,2501
西北.7155黄贺Ⅱ线,西北.贺兰山变,3636,2358,西北.黄河变,3529,2501
西北.71016京川Ⅰ线,国调.银川东换流站,3700,2160,西北.京能宁东电厂,3555,2154
西北.7098景白Ⅰ线,西北.白银变,3431,2505,西北.景泰电厂,3428,2407
西北.7108河泉Ⅰ线,西北.河西变,4284,3020,西北.酒泉变,2882,2017
西北.7159楚喀Ⅰ线,西北.巴楚变,862,1546,西北.喀什变,613,1532
西北.7157库阿Ⅰ线,西北.阿克苏变,1115,1431,西北.库车变,1539,1292
西北.7084官拉Ⅰ线,西北.官亭变,3185,2531,西北.拉西瓦电厂,3093,2594
西北.7051东官Ⅰ线,西北.官亭变,3185,2531,西北.兰州东变,3509,2611
西北.7081白东Ⅰ线,西北.白银变,3431,2505,西北.兰州东变,3509,2611
西北.71021川灵Ⅰ线,国调.银川东换流站,3700,2160,西北.灵武二期电厂,3772,2309
西北.71611州盘Ⅰ线,国调.灵州换流站,3697,2237,西北.六盘山变,3673,2611
西北.71411山宝Ⅰ线,国调.宝鸡换流站,3755,2829,西北.南山变,3375,2572
西北.71617高祁Ⅲ线,国调.祁连换流站,3002,2177,西北.莫高变,3564,2732
西北.71012高敦Ⅰ线,西北.敦煌变,2423,1843,西北.莫高变,3564,2732
西北.7169高泉Ⅰ线,西北.酒泉变,2882,2017,西北.莫高变,3564,2732
西北.71614盘凉Ⅱ线,西北.六盘山变,3673,2611,西北.平凉变,3712.47,2669
西北.7103凉崇Ⅰ线,西北.崇信电厂,3791,2718,西北.平凉变,3712.47,2669
西北.7086东凉Ⅰ线,西北.兰州东变,3509,2611,西北.平凉变,3712.47,2669
西北.70915平凉线,西北.平凉变,3712.47,2669,西北.平凉二期电厂,3794,2646
西北.7099宝乾Ⅰ线,国调.宝鸡换流站,3755,2829,西北.乾县变,3898,2778
西北.7092彬乾Ⅱ线,西北.彬长电厂,3955,2841,西北.乾县变,3898,2778
西北.7088乾凉Ⅰ线,西北.平凉变,3712.47,2669,西北.乾县变,3898,2778
西北.7114海月Ⅱ线,西北.海西变,2753,2317,西北.日月山变,3052,2534
西北.71515哈塘Ⅱ线,西北.哈密变,2435,1490,西北.三塘湖变,2430,1277
西北.7154湖川Ⅱ线,国调.银川东换流站,3700,2160,西北.沙湖变,3655,2192
西北.7151贺湖Ⅰ线,西北.贺兰山变,3636,2358,西北.沙湖变,3655,2192
西北.71301沙敦Ⅰ线,西北.敦煌变,2423,1843,西北.沙州变,2505,1974
西北.月塔Ⅱ线,西北.日月山变,3052,2534,西北.塔拉变,4047,1968
西北.70911吐达Ⅰ线,西北.达坂城变,1798,1325,西北.吐鲁番变,1976,1422
西北.70914吐哈Ⅱ线,西北.哈密变,2435,1490,西北.吐鲁番变,1976,1422
西北.7096郭武Ⅱ线,西北.郭隆变,807,2828,西北.武胜变,3393,2459
西北.7093白武Ⅰ线,西北.白银变,3431,2505,西北.武胜变,3393,2459
西北.7107河武Ⅱ线,西北.河西变,4284,3020,西北.武胜变,3393,2459
西北.7083宁官线,西北.官亭变,3185,2531,西北.西宁变,3185,2443
西北.7173宁郭Ⅱ线,西北.郭隆变,807,2828,西北.西宁变,3185,2443
西北.7085宁拉线,西北.拉西瓦电厂,3093,2594,西北.西宁变,3185,2443
西北.71019宁月Ⅱ线,西北.日月山变,3052,2534,西北.西宁变,3185,2443
西北.7166宁塔Ⅰ线,西北.塔拉变,4047,1968,西北.西宁变,3185,2443
西北.7101乾信Ⅰ线,西北.乾县变,3898,2778,西北.信义变,3893,2571
西北.7112信洛Ⅱ线,西北.洛川变,4003,2665,西北.信义变,3893,2571
西北.7119秦信线,西北.秦岭电厂,3972,2767,西北.信义变,3893,2571
西北.71412山信Ⅰ线,西北.南山变,3375,2572,西北.信义变,3893,2571
西北.71312烟天Ⅱ线,国调.天山换流站,4947,1728,西北.烟墩变,2766,1851
西北.71305沙烟Ⅰ线,西北.沙州变,2505,1974,西北.烟墩变,2766,1851
西北.7165伊库I线,西北.库车变,1539,1292,西北.伊犁变,1350,1131
西北.7117洛横Ⅰ线,西北.洛川变,4003,2665,西北.榆横变,4058,2298
西北.7156横店线,西北.店塔电厂,4110,2131,西北.榆横变,4058,2298
西北.71313双横线,西北.双河榆横电厂,4059,2916,西北.榆横变,4058,2298
西北.71308柴鱼Ⅱ线,西北.柴达木换流站,2138,2171,西北.鱼卡变,2503,2165
西北.71303沙鱼Ⅰ线,西北.沙州变,2505,1974,西北.鱼卡变,2503,2165
西北.71513塘芨Ⅱ线,西北.三塘湖变,2430,1277,西北.芨芨湖变,2228,1281
西北.71510芨彩Ⅱ线,西北.五彩湾变,2042,1198,西北.芨芨湖变,2228,1281
西北.7163联彩Ⅰ线,西北.五彩湾变,2042,1198,新疆.恒联电厂,2038,1588
西北.7122苏凤线,西北.凤凰变,4038,3681,西北.乌苏变,1697,1033
西北.7121伊苏线,西北.伊犁变,1350,1131,西北.乌苏变,1697,1033
西北.7142达乌Ⅱ线,西北.达坂城变,1798,1325,西北.乌北变,1877,1122
西北.70810凤乌线,西北.凤凰变,4038,3681,西北.乌北变,1877,1122
西北.71414彩乌Ⅱ线,西北.五彩湾变,2042,1198,西北.乌北变,1877,1122
西北.7144达亚线,西北.达坂城变,1798,1325,西北.亚中变,1057,2103
西北.7143凤亚线,西北.凤凰变,4038,3681,西北.亚中变,1057,2103
西北.7149库巴线,西北.库车变,1539,1292,西北.巴州变,1644,1416
西北.71015巴吐Ⅱ线,西北.吐鲁番变,1976,1422,西北.巴州变,1644,1416
国调.黎州线,国调.灵州换流站,3697,2237,国调.黎阳电厂,4470,2679
国调.灵绍直流极1线路,国调.灵州换流站,3697,2237,国调.绍兴换流站,5154,3381
国调.荆斗III线,国调.荆门站,4394,3300,国调.斗笠站,4296,3209
国调.荆林III线,国调.荆门站,4394,3300,国调.团林换流站,4466,3255
国调.峡林III线,国调.团林换流站,4466,3255,国调.三峡右三电厂,4223,2850
国调.林江II线,国调.团林换流站,4466,3255,国调.江陵换流站,4329,3429
华东.枫练5107线,华东.练塘,5249.41,3183.4,国调.枫泾换流站,4427,3179
国调.林枫直流极1线路,国调.团林换流站,4466,3255,国调.枫泾换流站,4427,3179
国调.安江II线,国调.江陵换流站,4329,3429,国调.安福站,4242,3345
华中.江孱Ⅰ线,国调.江陵换流站,4329,3429,华中.孱陵站,4199,3473
华中.江兴Ⅰ回线,国调.江陵换流站,4329,3429,华中.兴隆站,4416,3357
国调.三江III线,国调.江陵换流站,4329,3429,国调.三峡左岸厂,4161,2851
国调.葛安II线,国调.安福站,4242,3345,国调.葛洲坝换流站,4095,3346
华中.葛岗线,国调.葛洲坝换流站,4095,3346,华中.岗市站,4491.28,3657.72
国调.右地线,国调.三峡右三电厂,4223,2850,国调.三峡右岸厂,4220,2914
国调.峡葛III线,国调.葛洲坝换流站,4095,3346,国调.三峡右岸厂,4220,2914
华中.南白Ⅱ回线,国调.南阳站,4396,3014,华中.白河站,4521,3012
华中.南玉Ⅰ线,国调.南阳站,4396,3014,华中.玉都站,4311,3154
华中.白玉Ⅰ线,华中.白河站,4521,3012,华中.玉都站,4311,3154
华中.南香Ⅱ回线,国调.南阳站,4396,3014,华中.香山站,4321,2743
华中.白香线,华中.白河站,4521,3012,华中.香山站,4321,2743
华中.中官Ⅱ回线,国调.中州换流站,4465,2774,华中.官渡站,4571,2775
华中.中惠Ⅱ线,国调.中州换流站,4465,2774,华中.惠济站,4464,2723
华中.惠获Ⅰ线,华中.惠济站,4464,2723,华中.获嘉站,4539,2654
华中.郑官Ⅰ回线,华中.官渡站,4571,2775,华中.郑州站,4483,2802
山东.东琅Ⅰ线,国调.胶东换流站,5116,2503,山东.琅琊站,5082,2580
山东.东崂Ⅰ线,国调.胶东换流站,5116,2503,山东.崂山站,5191,2504
山东.乐密Ⅰ线,华北.昌乐,5017,2477,山东.密州站,5016,2537
山东.密琅线,山东.琅琊站,5082,2580,山东.密州站,5016,2537
山东.光泽线,山东.大泽站,5157,2442,山东.光州站,5241,2365
山东.核泽Ⅱ线,山东.大泽站,5157,2442,山东.海阳核电,5212,2471
山东.核崂Ⅱ线,山东.崂山站,5191,2504,山东.海阳核电,5212,2471
山东.崂阳线,山东.崂山站,5191,2504,山东.莱阳站,5216,2408
山东.阳泽线,山东.大泽站,5157,2442,山东.莱阳站,5216,2408
山东.核阳Ⅰ线,山东.海阳核电,5212,2471,山东.莱阳站,5216,2408
山东.阳霞线,山东.莱阳站,5216,2408,山东.栖霞站,5215,2314
山东.霞光线,山东.光州站,5241,2365,山东.栖霞站,5215,2314
山东.霞昆Ⅱ线,山东.栖霞站,5215,2314,山东.昆嵛站,5357,2354
山东.昆牟线,山东.昆嵛站,5357,2354,山东.牟平站,5297,2378
山东.霞牟线,山东.栖霞站,5215,2314,山东.牟平站,5297,2378
山东.照琅Ⅱ线,山东.琅琊站,5082,2580,山东.日照站,5101,2631
山东.蒙照Ⅱ线,山东.沂蒙站,4936,2662,山东.日照站,5101,2631
山东.巨照Ⅰ线,山东.日照站,5101,2631,山东.巨峰站,5073,2667
山东.蒙兰Ⅰ线,山东.沂蒙站,4936,2662,山东.兰陵站,5096,2662
山东.枣蒙Ⅰ线,山东.沂蒙站,4936,2662,山东.枣庄站,4837,2736
山东.邹枣线,山东.枣庄站,4837,2736,山东.邹县电厂,4852,2696
山东.邹新线,山东.邹县电厂,4852,2696,山东.新泰站,4893,2632
山东.邹泰线,山东.邹县电厂,4852,2696,山东.泰山站,4853,2608
山东.川泰Ⅱ线,山东.泰山站,4853,2608,山东.淄川站,4910,2450
山东.邹川线,山东.邹县电厂,4852,2696,山东.淄川站,4910,2450
山东.川滨线,山东.淄川站,4910,2450,山东.滨州站,4910,2366
山东.乐益线,华北.昌乐,5017,2477,山东.益都站,4934,2491
山东.益川Ⅱ线,山东.淄川站,4910,2450,山东.益都站,4934,2491
山东.乐潍线,华北.昌乐,5017,2477,山东.潍坊站,5046,2459
山东.潍崂线,山东.崂山站,5191,2504,山东.潍坊站,5046,2459
山东.潍泽线,山东.大泽站,5157,2442,山东.潍坊站,5046,2459
山东.益潍Ⅰ线,山东.益都站,4934,2491,山东.潍坊站,5046,2459
山东.临潍线,山东.潍坊站,5046,2459,山东.临淄站,4968,2442
山东.淄临线,山东.临淄站,4968,2442,山东.淄博站,5003,2425
山东.济淄Ⅱ线,山东.淄博站,5003,2425,山东.济南站,4830,2489
山东.泰天线,山东.泰山站,4853,2608,山东.天衍站,4874,2522
山东.济天线,山东.济南站,4830,2489,山东.天衍站,4874,2522
山东.龙济Ⅰ线,山东.济南站,4830,2489,山东.蟠龙站,4785,2537
山东.长龙Ⅰ线,山东.蟠龙站,4785,2537,山东.长清站,4738,2564
山东.泉韶Ⅱ线,华北.泉城,4585,2390,山东.闻韶站,4827,2407
山东.龙韶线,山东.蟠龙站,4785,2537,山东.闻韶站,4827,2407
山东.聊韶Ⅱ线,山东.闻韶站,4827,2407,山东.聊城站,4691,2587
山东.聊长Ⅱ线,山东.长清站,4738,2564,山东.聊城站,4691,2587
华北.辛聊一线,山东.聊城站,4691,2587,国调.辛安站,4498,2462
山东.邑聊Ⅰ线,山东.聊城站,4691,2587,山东.聊城电厂,4690,2621
山东.柴韶线,山东.闻韶站,4827,2407,山东.柴府站,4659,2587
山东.柴聊线,山东.聊城站,4691,2587,山东.柴府站,4659,2587
山东.德韶线,山东.闻韶站,4827,2407,山东.德州站,4667,2407
华中.洹获Ⅱ回线,华中.获嘉站,4539,2654,华中.洹安站,4624,2714
国调.辛洹线,国调.辛安站,4498,2462,华中.洹安站,4624,2714
华北.辛蔺线,国调.辛安站,4498,2462,华北.蔺河,4514,2531
华北.台宗二线,华北.邢台,4521,2444,华北.宗州,4587,2496
华北.辛宗线,国调.辛安站,4498,2462,华北.宗州,4587,2496
华北.广蔺线,华北.蔺河,4514,2531,华北.广元,4557,2428
华北.广辛线,国调.辛安站,4498,2462,华北.广元,4557,2428
山东.岱泰线,山东.泰山站,4853,2608,山东.岱宗站,4812,2707
山东.郓泰Ⅱ线,山东.泰山站,4853,2608,山东.郓城站,4740,2658
山东.郓岱线,山东.岱宗站,4812,2707,山东.郓城站,4740,2658
山东.上泰Ⅱ线,山东.泰山站,4853,2608,山东.汶上站,4757,2698
山东.郓上线,山东.郓城站,4740,2658,山东.汶上站,4757,2698
山东.皇郓Ⅱ线,山东.郓城站,4740,2658,山东.润泽电厂,4669,2659
山东.皇文Ⅰ线,山东.润泽电厂,4669,2659,山东.文亭站,4638,2690
山东.上多线,山东.汶上站,4757,2698,山东.金多站,4688,2760
山东.文多线,山东.文亭站,4638,2690,山东.金多站,4688,2760
山东.上嘉Ⅰ线,山东.汶上站,4757,2698,山东.嘉祥电厂,4777,2722
山东.嘉多线,山东.金多站,4688,2760,山东.嘉祥电厂,4777,2722
华中.洹仓Ⅱ线,华中.洹安站,4624,2714,华中.仓颉站,4550,2746
华中.彰洹Ⅱ回线,华中.洹安站,4624,2714,华中.彰德站,4579,2601
华中.嘉郑线,华中.郑州站,4483,2802,华中.嘉和站,4483,2850
河南.郑嵩线,华中.郑州站,4483,2802,华中.嵩山站,4424,2728
华中.嵩惠Ⅱ线,华中.惠济站,4464,2723,华中.嵩山站,4424,2728
华中.香武线,华中.香山站,4321,2743,华中.武周站,4505,2818
华中.武郑Ⅱ回线,华中.郑州站,4483,2802,华中.武周站,4505,2818
华中.瀛嘉线,华中.嘉和站,4483,2850,华中.瀛州站,4420,2927
华中.陕嘉Ⅱ回线,华中.嘉和站,4483,2850,华中.陕州站,4238,2819
华中.陕瀛Ⅱ回线,华中.瀛州站,4420,2927,华中.陕州站,4238,2819
华中.牡嘉Ⅱ回线,华中.嘉和站,4483,2850,华中.牡丹站,4287,2792
华中.瀛牡线,华中.瀛州站,4420,2927,华中.牡丹站,4287,2792
华中.中菊Ⅲ线,国调.中州换流站,4465,2774,华中.菊城站,4496,2751
华中.官菊线,华中.官渡站,4571,2775,华中.菊城站,4496,2751
华中.密武Ⅰ回线,华中.武周站,4505,2818,华中.密东二期厂,4504,2839
华中.涂武线,华中.武周站,4505,2818,华中.涂会站,4576,2817
河南.岗涂Ⅰ线,华中.涂会站,4576,2817,河南.龙岗新厂,4545,2876
河南.香姚线,华中.香山站,4321,2743,华中.姚孟厂,4442,2887
华中.姚涂线,华中.涂会站,4576,2817,华中.姚孟厂,4442,2887
华中.涂花Ⅱ线,华中.涂会站,4576,2817,华中.花都站,4600,2836
华中.花祥Ⅱ回线,华中.花都站,4600,2836,华中.祥符站,4643,2793
华中.菊祥Ⅱ回线,华中.菊城站,4496,2751,华中.祥符站,4643,2793
华中.香邵线,华中.香山站,4321,2743,华中.邵陵站,4661,2817
华中.邵花Ⅱ回线,华中.花都站,4600,2836,华中.邵陵站,4661,2817
华中.邵迟Ⅱ线,华中.邵陵站,4661,2817,华中.迟营站,4725,2816
华中.嫘邵Ⅱ线,华中.邵陵站,4661,2817,华中.嫘祖站,4675,2878
华中.湛白线,华中.白河站,4521,3012,华中.湛河站,4558,2924
华中.姚湛Ⅰ回线,华中.姚孟厂,4442,2887,华中.湛河站,4558,2924
华中.湛邵线,华中.邵陵站,4661,2817,华中.湛河站,4558,2924
河南.鸭白Ⅱ回线,华中.白河站,4521,3012,河南.鸭河新厂,4557,3080
华中.奚白Ⅱ线,华中.白河站,4521,3012,华中.奚贤站,4581,2989
华中.卧贤Ⅱ线,华中.奚贤站,4581,2989,华中.卧龙站,4325,3049
华中.斗樊Ⅱ回线,国调.斗笠站,4296,3209,华中.樊城站,4214,3168
华中.樊卧Ⅱ线,华中.卧龙站,4325,3049,华中.樊城站,4214,3168
湖北.襄樊三回线,华中.樊城站,4214,3168,华中.襄阳厂,4285,3080
华中.十樊Ⅱ回线,华中.樊城站,4214,3168,华中.十堰站,4204,3078
华中.樊钟Ⅰ线,华中.樊城站,4214,3168,华中.编钟站,4247,3109
湖北.潘十线,华中.十堰站,4204,3078,湖北.潘口厂,4125,3078
华中.斗孝Ⅱ回线,国调.斗笠站,4296,3209,华中.孝感站,4469,3209
华中.斗山线,国调.斗笠站,4296,3209,华中.仙女山站,4509,3287
华中.山孝线,华中.孝感站,4469,3209,华中.仙女山站,4509,3287
国调.三龙I线,国调.三峡左岸厂,4161,2851,国调.龙泉换流站,4222,2953
国调.龙斗III线,国调.斗笠站,4296,3209,国调.龙泉换流站,4222,2953
华中.玉孝Ⅱ回线,华中.孝感站,4469,3209,华中.玉贤站,4491,3242
华中.孝浉Ⅱ回线,华中.孝感站,4469,3209,华中.浉河站,4541,3129
华中.山泉Ⅱ线,华中.仙女山站,4509,3287,华中.柏泉站,4563,3376
